aX,aY,aZ
0.228,0.098,-0.756
0.211,0.047,-0.732
0.21,-0.104,-0.703
0.22,-0.057,-0.691
0.24,-0.098,-0.697
0.262,-0.094,-0.677
0.28,-0.09,-0.662
0.3,-0.087,-0.646
0.317,-0.097,-0.639
0.317,-0.105,-0.611
0.319,-0.105,-0.584
0.335,-0.091,-0.572
0.355,-0.091,-0.534
0.367,-0.117,-0.49
0.37,-0.132,-0.438
0.379,-0.163,-0.389
0.386,-0.209,-0.361
0.393,-0.236,-0.314
0.404,-0.265,-0.28
0.408,-0.289,-0.251
0.411,-0.298,-0.218
0.424,-0.296,-0.204
0.437,-0.288,-0.18
0.443,-0.29,-0.163
0.452,-0.295,-0.155
0.459,-0.313,-0.148
0.466,-0.333,-0.132
0.467,-0.343,-0.116
0.472,-0.353,-0.111
0.48,-0.362,-0.109
0.487,-0.383,-0.101
0.503,-0.397,-0.088
0.52,-0.427,-0.069
0.526,-0.421,-0.059
0.522,-0.402,-0.032
0.543,-0.395,-0.025
0.531,-0.362,0.014
0.539,-0.449,-0.013
0.549,-0.483,-0.007
0.552,-0.451,0.063
0.611,-0.435,1.002
0.603,-0.445,1.021
0.598,-0.447,1.029
0.589,-0.447,1.04
0.586,-0.438,1.042
0.559,-0.429,1.046
0.551,-0.428,1.035
0.539,-0.402,1.051
0.544,-0.436,1.044
0.544,-0.434,1.057
0.532,-0.414,1.07
0.523,-0.391,1.072
0.522,-0.386,1.078
0.511,-0.382,1.086
0.502,-0.365,1.092
0.499,-0.357,1.098
0.511,-0.363,1.104
0.52,-0.356,1.099
0.531,-0.353,1.088
0.542,-0.352,1.084
0.551,-0.361,1.071
0.555,-0.363,1.05
0.557,-0.36,1.036
0.557,-0.357,1.019
0.558,-0.354,1.007
0.56,-0.364,1.003
0.561,-0.375,0.993
0.563,-0.376,0.982
0.563,-0.378,0.973
0.561,-0.376,0.957
0.561,-0.37,0.949
0.553,-0.361,0.945
0.546,-0.355,0.935
0.543,-0.353,0.934
0.539,-0.342,0.931
0.529,-0.332,0.931
0.522,-0.325,0.931
0.518,-0.324,0.935
0.517,-0.328,0.937
0.52,-0.33,0.945
0.527,-0.335,0.946
0.531,-0.337,0.942
0.533,-0.336,0.936
0.534,-0.333,0.93
0.543,-0.33,0.927
0.547,-0.329,0.923
0.555,-0.334,0.919
0.566,-0.344,0.916
0.571,-0.347,0.912
0.58,-0.355,0.906
0.577,-0.346,0.885
0.581,-0.344,0.851
0.593,-0.341,0.842
0.599,-0.328,0.821
0.603,-0.322,0.794
0.604,-0.31,0.768
0.606,-0.311,0.735
0.603,-0.315,0.694
0.607,-0.321,0.676
0.609,-0.318,0.649
0.609,-0.316,0.622
0.604,-0.317,0.591
0.594,-0.313,0.576
0.587,-0.325,0.54
0.589,-0.336,0.505
0.581,-0.335,0.457
0.573,-0.333,0.437
0.569,-0.338,0.406
0.551,-0.33,0.37
0.549,-0.339,0.328
0.547,-0.328,0.311
0.536,-0.332,0.254
0.521,-0.33,0.228
0.521,-0.329,0.196
0.526,-0.322,0.156
0.534,-0.306,0.11
0.535,-0.294,0.085
0.531,-0.293,0.028
0.534,-0.305,-0.017
0.519,-0.309,-0.062
0.506,-0.313,-0.103
0.494,-0.321,-0.142
0.475,-0.322,-0.176
0.451,-0.321,-0.21
0.432,-0.316,-0.232
0.4,-0.32,-0.265
0.378,-0.321,-0.288
0.367,-0.321,-0.29
0.357,-0.312,-0.314
0.354,-0.297,-0.326
0.357,-0.284,-0.347
0.361,-0.258,-0.375
0.381,-0.246,-0.405
0.399,-0.244,-0.44
0.413,-0.242,-0.468
0.415,-0.242,-0.487
0.415,-0.243,-0.522
0.414,-0.366,-0.549
0.418,-0.244,-0.571
0.387,-0.191,-0.606
0.427,-0.249,-0.613
0.405,-0.196,-0.585
0.259,-0.163,-0.634
0.366,-0.147,-0.638
0.368,-0.143,-0.658
0.373,-0.169,-0.674
0.386,-0.112,-0.687
0.331,-0.074,-0.788
0.33,-0.045,-0.795
0.342,-0.054,-0.794
0.338,-0.069,-0.806
0.32,-0.04,-0.858
0.333,-0.034,-0.907
0.34,-0.033,-0.927
0.336,-0.01,-0.962
0.308,-0.006,-0.987
0.316,-0.01,-1.007
0.295,-0.015,-1.056
0.266,-0.017,-1.083
0.03,0.434,-1.539
0.022,0.437,-1.542
0.016,0.435,-1.543
0.013,0.427,-1.539
0.009,0.421,-1.538
0.006,0.413,-1.534
0.005,0.409,-1.526
0.005,0.405,-1.517
0.003,0.402,-1.506
0.007,0.392,-1.492
0.005,0.386,-1.485
0.005,0.371,-1.469
0.003,0.372,-1.451
0.008,0.37,-1.444
0.012,0.369,-1.423
0.019,0.344,-1.399
0.022,0.328,-1.262
0.026,0.316,-1.348
0.024,0.313,-1.307
0.021,0.307,-1.299
0.018,0.317,-1.264
0.015,0.329,-1.228
0.026,0.331,-1.217
0.038,0.285,-1.211
0.049,0.272,-1.2
0.063,0.274,-1.18
0.069,0.271,-1.168
0.076,0.251,-1.145
0.101,0.213,-1.153
0.103,0.189,-1.118
0.107,0.208,-1.08
0.112,0.227,-1.038
0.116,0.217,-1.035
0.119,0.185,-1.002
0.123,0.173,-0.956
0.143,0.166,-0.932
0.168,0.13,-0.916
0.176,0.102,-0.891
0.183,0.178,-0.808
0.214,0.145,-0.81
0.228,0.038,-0.813
0.25,0.016,-0.77
0.246,0.111,-0.685
0.262,0.15,-0.727
0.267,0.108,-0.668
0.268,0.017,-0.642
0.288,-0.039,-0.641
0.318,-0.05,-0.622
0.331,-0.039,-0.61
0.361,-0.045,-0.599
0.372,-0.059,-0.594
0.373,-0.064,-0.565
0.379,-0.062,-0.544
0.391,-0.064,-0.542
0.397,-0.102,-0.521
0.399,-0.145,-0.514
0.402,-0.17,-0.497
0.408,-0.186,-0.482
0.407,-0.179,-0.44
0.417,-0.186,-0.422
0.419,-0.212,-0.411
0.415,-0.182,-0.384
0.417,-0.202,-0.365
0.421,-0.22,-0.335
0.417,-0.223,-0.312
0.419,-0.217,-0.284
0.435,-0.227,-0.27
0.445,-0.251,-0.264
0.447,-0.224,-0.242
0.437,-0.222,-0.208
0.444,-0.231,-0.179
0.465,-0.339,-0.247
0.476,-0.331,-0.158
0.493,-0.333,-0.144
0.497,-0.318,-0.146
0.495,-0.3,-0.105
0.498,-0.3,-0.102
0.511,-0.303,-0.086
0.519,-0.302,-0.07
0.537,-0.296,-0.059
0.563,-0.308,-0.037
0.573,-0.313,-0.033
0.582,-0.324,-0.011
0.611,-0.362,-0.024
0.611,-0.358,-0.026
0.651,-0.403,-0.005
0.651,-0.39,-0.009
0.676,-0.405,-0.005
0.674,-0.388,-0.012
0.678,-0.38,0
0.683,-0.377,0.009
0.663,-0.368,0.03
0.65,-0.343,0.037
0.648,-0.332,0.052
0.645,-0.33,0.065
0.634,-0.311,0.083
0.611,-0.283,0.116
0.59,-0.259,0.155
0.578,-0.22,0.225
0.573,-0.231,0.273
0.552,-0.227,0.299
0.518,-0.202,0.369
0.512,-0.192,0.439
0.509,-0.203,0.505
0.508,-0.215,0.575
0.497,-0.217,0.612
0.511,-0.215,0.689
0.514,-0.22,0.758
0.514,-0.257,0.792
0.508,-0.242,0.859
0.516,-0.24,0.902
0.526,-0.274,0.966
0.529,-0.242,1.006
0.538,-0.217,1.067
0.547,-0.212,1.124
0.537,-0.194,1.149
0.527,-0.177,1.199
0.517,-0.177,1.221
0.514,-0.152,1.257
0.515,-0.102,1.419
0.511,-0.111,1.425
0.514,-0.126,1.444
0.514,-0.137,1.431
0.506,-0.139,1.426
0.558,-0.159,1.472
0.574,-0.153,1.473
0.564,-0.145,1.447
0.57,-0.178,1.42
0.577,-0.215,1.406
0.575,-0.221,1.384
0.556,-0.21,1.356
0.557,-0.2,1.356
0.548,-0.219,1.318
0.545,-0.281,1.275
0.53,-0.284,1.235
0.529,-0.281,1.214
0.53,-0.257,1.199
0.506,-0.239,1.147
0.494,-0.242,1.105
0.484,-0.269,1.07
0.482,-0.295,1.036
0.478,-0.301,1.006
0.474,-0.3,0.983
0.469,-0.303,0.969
0.462,-0.312,0.951
0.459,-0.322,0.943
0.458,-0.323,0.939
0.457,-0.321,0.935
0.464,-0.328,0.939
0.465,-0.33,0.939
0.466,-0.33,0.94
0.468,-0.328,0.938
0.47,-0.325,0.941
0.476,-0.325,0.947
0.477,-0.338,0.952
0.473,-0.318,0.946
0.481,-0.345,0.952
0.493,-0.335,0.951
0.498,-0.34,0.935
0.493,-0.328,0.913
0.495,-0.317,0.903
0.505,-0.312,0.889
0.508,-0.305,0.869
0.515,-0.306,0.845
0.52,-0.308,0.827
0.535,-0.31,0.817
0.549,-0.307,0.811
0.558,-0.291,0.786
0.562,-0.282,0.745
0.58,-0.288,0.719
0.604,-0.291,0.712
0.607,-0.295,0.678
0.616,-0.302,0.649
0.628,-0.313,0.636
0.631,-0.306,0.618
0.637,-0.311,0.617
0.625,-0.328,0.6
0.623,-0.337,0.586
0.623,-0.346,0.579
0.62,-0.348,0.571
0.61,-0.351,0.556
0.597,-0.352,0.54
0.577,-0.35,0.524
0.571,-0.345,0.502
0.555,-0.342,0.477
0.547,-0.327,0.444
0.549,-0.319,0.421
0.567,-0.323,0.366
0.585,-0.312,0.303
0.587,-0.318,0.252
0.586,-0.34,0.19
0.592,-0.346,0.147
0.599,-0.346,0.002
0.595,-0.339,0.081
0.603,-0.366,0.046
0.594,-0.367,0.023
0.573,-0.38,-0.021
0.564,-0.379,-0.051
0.548,-0.382,-0.079
0.523,-0.383,-0.106
0.497,-0.385,-0.125
0.477,-0.385,-0.135
0.463,-0.375,-0.158
0.452,-0.385,-0.169
0.447,-0.375,-0.181
0.441,-0.362,-0.222
0.441,-0.353,-0.258
0.441,-0.346,-0.274
0.435,-0.33,-0.325
0.437,-0.318,-0.379
0.439,-0.313,-0.442
0.442,-0.303,-0.468
0.447,-0.299,-0.519
0.451,-0.305,-0.549
0.446,-0.34,-0.596
0.413,-0.337,-0.626
0.399,-0.363,-0.627
0.426,-0.341,-0.586
0.367,-0.322,-0.649
0.316,-0.326,-0.723
0.303,-0.331,-0.711
0.279,-0.369,-0.711
0.271,-0.391,-0.688
0.264,-0.364,-0.676
0.255,-0.361,-0.661
0.246,-0.315,-0.673
0.242,-0.286,-0.693
0.264,-0.28,-0.686
0.305,-0.281,-0.69
0.329,-0.259,-0.706
0.377,-0.248,-0.758
0.427,-0.228,-0.796
0.447,-0.225,-0.855
0.478,-0.222,-0.92
0.476,-0.254,-0.957
0.466,-0.266,-0.973
0.456,-0.261,-1.002
0.441,-0.261,-1.022
0.172,0.578,-1.306
0.178,0.603,-1.388
0.179,0.604,-1.459
0.179,0.603,-1.488
0.175,0.589,-1.526
0.183,0.574,-1.534
0.192,0.541,-1.53
0.192,0.522,-1.514
0.185,0.512,-1.496
0.175,0.487,-1.448
0.168,0.473,-1.407
0.158,0.451,-1.389
0.151,0.438,-1.342
0.138,0.432,-1.294
0.125,0.419,-1.273
0.119,0.411,-1.23
0.11,0.407,-1.211
0.103,0.402,-1.177
0.099,0.403,-1.151
0.103,0.402,-1.139
0.106,0.389,-1.131
0.112,0.387,-1.134
0.122,0.389,-1.13
0.13,0.383,-1.124
0.143,0.38,-1.129
0.158,0.379,-1.133
0.162,0.373,-1.134
0.157,0.373,-1.133
0.147,0.375,-1.133
0.145,0.371,-1.14
0.137,0.37,-1.148
0.127,0.372,-1.167
0.117,0.374,-1.18
0.112,0.369,-1.212
0.097,0.377,-1.237
0.085,0.383,-1.25
0.077,0.385,-1.273
0.074,0.377,-1.289
0.067,0.37,-1.307
0.064,0.366,-1.316
0.063,0.362,-1.332
0.066,0.359,-1.34
0.065,0.353,-1.354
0.066,0.346,-1.363
0.072,0.33,-1.367
0.071,0.316,-1.368
0.072,0.318,-1.372
0.074,0.318,-1.371
0.075,0.322,-1.372
0.071,0.323,-1.37
0.068,0.32,-1.367
0.067,0.306,-1.351
0.068,0.297,-1.332
0.066,0.3,-1.322
0.067,0.289,-1.314
0.067,0.275,-1.307
0.073,0.275,-1.294
0.088,0.267,-1.291
0.091,0.254,-1.281
0.097,0.248,-1.264
0.101,0.215,-1.261
0.099,0.207,-1.253
0.096,0.204,-1.238
0.099,0.208,-1.23
0.105,0.202,-1.235
0.11,0.16,-1.229
0.109,0.152,-1.217
0.112,0.152,-1.198
0.12,0.16,-1.188
0.128,0.122,-1.192
0.126,0.118,-1.158
0.13,0.149,-1.145
0.137,0.151,-1.121
0.147,0.159,-1.1
0.158,0.112,-1.092
0.185,0.076,-1.086
0.185,0.101,-1.059
0.206,0.139,-1.04
0.231,0.15,-1.008
0.239,0.113,-0.989
0.257,0.086,-0.983
0.273,0.062,-0.966
0.28,0.072,-0.938
0.29,0.083,-0.923
0.3,0.056,-0.923
0.303,0.041,-0.887
0.293,0.071,-0.86
0.296,0.065,-0.839
0.299,0.051,-0.832
0.306,-0.021,-0.837
0.312,-0.051,-0.822
0.314,-0.052,-0.825
0.318,-0.012,-0.816
0.326,-0.006,-0.811
0.335,-0.016,-0.794
0.329,-0.019,-0.741
0.331,-0.04,-0.766
0.336,-0.071,-0.714
0.338,-0.119,-0.698
0.346,-0.161,-0.689
0.354,-0.171,-0.687
0.362,-0.165,-0.678
0.375,-0.172,-0.661
0.382,-0.172,-0.632
0.388,-0.179,-0.615
0.387,-0.189,-0.599
0.386,-0.194,-0.582
0.396,-0.227,-0.576
0.405,-0.245,-0.551
0.409,-0.247,-0.535
0.419,-0.261,-0.521
0.424,-0.294,-0.502
0.425,-0.3,-0.475
0.423,-0.285,-0.448
0.429,-0.294,-0.423
0.429,-0.305,-0.387
0.431,-0.314,-0.382
0.416,-0.285,-0.331
0.434,-0.27,-0.32
0.499,-0.355,1.164
0.5,-0.355,1.177
0.509,-0.354,1.179
0.516,-0.347,1.192
0.518,-0.344,1.193
0.525,-0.34,1.194
0.528,-0.331,1.191
0.527,-0.327,1.182
0.523,-0.324,1.174
0.521,-0.316,1.169
0.519,-0.316,1.161
0.522,-0.316,1.154
0.508,-0.315,1.142
0.5,-0.326,1.133
0.511,-0.331,1.127
0.51,-0.32,1.125
0.495,-0.324,1.095
0.477,-0.328,1.088
0.475,-0.33,1.094
0.475,-0.329,1.094
0.465,-0.323,1.091
0.46,-0.321,1.086
0.463,-0.327,1.085
0.466,-0.331,1.078
0.472,-0.331,1.072
0.471,-0.326,1.069
0.48,-0.325,1.068
0.481,-0.318,1.062
0.48,-0.314,1.051
0.485,-0.316,1.047
0.487,-0.305,1.04
0.494,-0.296,1.025
0.509,-0.292,1.021
0.517,-0.288,1.003
0.526,-0.288,0.989
0.531,-0.283,0.976
0.535,-0.283,0.959
0.547,-0.284,0.947
0.569,-0.297,0.948
0.563,-0.269,0.909
0.571,-0.268,0.9
0.595,-0.266,0.896
0.603,-0.267,0.871
0.615,-0.277,0.855
0.619,-0.287,0.826
0.626,-0.29,0.8
0.634,-0.295,0.791
0.633,-0.299,0.774
0.645,-0.302,0.758
0.648,-0.309,0.751
0.648,-0.316,0.733
0.649,-0.317,0.725
0.647,-0.326,0.698
0.646,-0.332,0.669
0.632,-0.329,0.657
0.629,-0.33,0.631
0.622,-0.326,0.623
0.61,-0.321,0.605
0.605,-0.323,0.581
0.602,-0.325,0.571
0.6,-0.329,0.549
0.599,-0.332,0.522
0.593,-0.336,0.511
0.59,-0.342,0.495
0.588,-0.338,0.49
0.588,-0.347,0.481
0.589,-0.363,0.459
0.59,-0.366,0.433
0.599,-0.366,0.417
0.603,-0.364,0.384
0.608,-0.365,0.369
0.613,-0.367,0.339
0.616,-0.37,0.308
0.619,-0.369,0.292
0.62,-0.368,0.275
0.615,-0.383,0.224
0.603,-0.391,0.201
0.595,-0.386,0.165
0.589,-0.382,0.132
0.576,-0.369,0.117
0.563,-0.37,0.09
0.547,-0.372,0.067
0.538,-0.375,0.054
0.535,-0.375,0.026
0.526,-0.378,0.011
0.522,-0.376,-0.017
0.517,-0.371,-0.05
0.509,-0.366,-0.067
0.506,-0.364,-0.102
0.498,-0.358,-0.138
0.491,-0.357,-0.15
0.487,-0.366,-0.192
0.48,-0.366,-0.237
0.476,-0.36,-0.258
0.472,-0.349,-0.303
0.467,-0.347,-0.325
0.459,-0.35,-0.364
0.457,-0.359,-0.388
0.459,-0.363,-0.397
0.455,-0.372,-0.407
0.447,-0.369,-0.429
0.448,-0.367,-0.451
0.442,-0.363,-0.46
0.438,-0.354,-0.486
0.449,-0.356,-0.477
0.446,-0.347,-0.512
0.429,-0.325,-0.534
0.42,-0.299,-0.576
0.41,-0.29,-0.618
0.401,-0.278,-0.641
0.397,-0.264,-0.698
0.375,-0.259,-0.754
0.353,-0.247,-0.777
0.345,-0.243,-0.806
0.339,-0.242,-0.813
0.329,-0.243,-0.817
0.331,-0.249,-0.805
0.331,-0.245,-0.811
0.331,-0.245,-0.816
0.153,0.557,-1.382
0.134,0.595,-1.43
0.112,0.617,-1.516
0.109,0.612,-1.574
0.102,0.588,-1.586
0.1,0.554,-1.602
0.111,0.506,-1.59
0.122,0.48,-1.577
0.122,0.444,-1.548
0.127,0.429,-1.502
0.136,0.406,-1.474
0.149,0.386,-1.404
0.153,0.367,-1.328
0.15,0.362,-1.291
0.137,0.365,-1.233
0.133,0.369,-1.196
0.123,0.381,-1.187
0.119,0.392,-1.175
0.11,0.398,-1.17
0.105,0.412,-1.168
0.1,0.42,-1.167
0.092,0.422,-1.167
0.089,0.422,-1.169
0.088,0.425,-1.18
0.099,0.422,-1.186
0.104,0.419,-1.204
0.115,0.42,-1.219
0.125,0.423,-1.226
0.131,0.43,-1.239
0.129,0.437,-1.256
0.124,0.451,-1.267
0.121,0.464,-1.297
0.114,0.47,-1.337
0.104,0.471,-1.355
0.096,0.471,-1.39
0.081,0.473,-1.42
0.065,0.478,-1.433
0.058,0.479,-1.458
0.045,0.481,-1.471
0.038,0.481,-1.493
0.035,0.48,-1.514
0.029,0.48,-1.524
0.024,0.476,-1.541
0.02,0.479,-1.549
0.02,0.482,-1.551
0.019,0.488,-1.553
0.014,0.487,-1.553
0.012,0.483,-1.555
0.008,0.487,-1.547
0.001,0.498,-1.544
0.002,0.495,-1.536
0.003,0.489,-1.529
0.003,0.483,-1.521
0.008,0.485,-1.498
0.021,0.478,-1.476
0.026,0.483,-1.462
0.03,0.471,-1.437
0.037,0.462,-1.413
0.041,0.441,-1.396
0.047,0.439,-1.371
0.047,0.434,-1.336
0.043,0.454,-1.32
0.043,0.453,-1.29
0.048,0.413,-1.287
0.043,0.402,-1.25
0.042,0.408,-1.207
0.053,0.398,-1.196
0.06,0.366,-1.152
0.086,0.327,-1.144
0.095,0.285,-1.131
0.101,0.288,-1.096
0.108,0.334,-1.057
0.115,0.315,-1.045
0.113,0.305,-1.005
0.119,0.279,-0.984
0.123,0.238,-0.962
0.142,0.23,-0.925
0.158,0.198,-0.92
0.159,0.185,-0.886
0.16,0.197,-0.856
0.171,0.161,-0.842
0.174,0.146,-0.808
0.185,0.122,-0.793
0.201,0.085,-0.784
0.213,0.124,-0.747
0.22,0.111,-0.681
0.23,0.107,-0.713
0.238,0.069,-0.655
0.229,0.003,-0.637
0.238,-0.05,-0.619
0.252,-0.079,-0.623
0.277,-0.119,-0.608
0.291,-0.132,-0.586
0.31,-0.112,-0.542
0.322,-0.105,-0.527
0.324,-0.122,-0.492
0.319,-0.13,-0.443
0.334,-0.137,-0.434
0.336,-0.121,-0.389
0.352,-0.128,-0.38
0.367,-0.134,-0.37
0.374,-0.176,-0.346
0.38,-0.192,-0.33
0.398,-0.21,-0.315
0.408,-0.238,-0.296
0.426,-0.256,-0.284
0.436,-0.286,-0.264
0.446,-0.299,-0.253
0.45,-0.303,-0.227
0.453,-0.302,-0.203
0.452,-0.312,-0.188
0.453,-0.324,-0.161
0.452,-0.329,-0.141
0.455,-0.344,-0.131
0.464,-0.353,-0.112
0.467,-0.358,-0.098
0.475,-0.37,-0.088
0.49,-0.405,-0.052
0.493,-0.411,-0.032
0.549,-0.331,1.141
0.543,-0.333,1.165
0.53,-0.326,1.19
0.52,-0.323,1.224
0.512,-0.312,1.237
0.377,-0.293,1.269
0.485,-0.282,1.286
0.498,-0.332,1.296
0.489,-0.331,1.302
0.482,-0.314,1.286
0.476,-0.311,1.281
0.474,-0.317,1.27
0.475,-0.322,1.259
0.468,-0.324,1.244
0.468,-0.331,1.216
0.466,-0.332,1.19
0.466,-0.333,1.176
0.468,-0.335,1.147
0.466,-0.338,1.12
0.467,-0.345,1.107
0.465,-0.343,1.078
0.464,-0.344,1.047
0.463,-0.336,1.031
0.46,-0.338,1.001
0.465,-0.344,0.983
0.467,-0.351,0.974
0.468,-0.36,0.955
0.468,-0.362,0.938
0.47,-0.366,0.932
0.47,-0.365,0.918
0.466,-0.363,0.901
0.47,-0.366,0.897
0.47,-0.369,0.892
0.469,-0.368,0.884
0.474,-0.37,0.874
0.477,-0.37,0.862
0.477,-0.368,0.854
0.483,-0.377,0.837
0.493,-0.383,0.823
0.499,-0.375,0.818
0.503,-0.374,0.803
0.514,-0.382,0.796
0.518,-0.381,0.779
0.52,-0.375,0.75
0.519,-0.368,0.732
0.52,-0.358,0.704
0.526,-0.35,0.689
0.536,-0.347,0.665
0.542,-0.351,0.633
0.548,-0.353,0.607
0.556,-0.354,0.592
0.556,-0.358,0.57
0.555,-0.361,0.561
0.557,-0.363,0.55
0.555,-0.364,0.538
0.552,-0.369,0.529
0.55,-0.368,0.51
0.547,-0.368,0.49
0.549,-0.378,0.471
0.543,-0.381,0.443
0.538,-0.387,0.43
0.53,-0.389,0.404
0.528,-0.386,0.373
0.513,-0.383,0.356
0.502,-0.383,0.32
0.512,-0.383,0.31
0.506,-0.378,0.258
0.492,-0.361,0.241
0.487,-0.338,0.201
0.481,-0.327,0.152
0.479,-0.304,0.128
0.483,-0.285,0.079
0.485,-0.274,0.052
0.492,-0.254,0.006
0.498,-0.244,-0.032
0.512,-0.235,-0.052
0.526,-0.229,-0.086
0.531,-0.229,-0.125
0.539,-0.229,-0.168
0.54,-0.225,-0.186
0.539,-0.219,-0.216
0.532,-0.222,-0.251
0.521,-0.24,-0.262
0.515,-0.254,-0.279
0.503,-0.248,-0.311
0.491,-0.236,-0.322
0.484,-0.231,-0.353
0.434,-0.199,-0.395
0.436,-0.232,-0.417
0.439,-0.189,-0.38
0.399,-0.16,-0.443
0.368,-0.11,-0.482
0.366,-0.081,-0.522
0.367,-0.078,-0.573
0.371,-0.083,-0.599
0.368,-0.068,-0.651
0.373,-0.058,-0.696
0.379,-0.036,-0.72
0.382,-0.019,-0.769
0.383,-0.014,-0.814
0.383,-0.012,-0.83
0.383,-0.016,-0.846
0.383,-0.019,-0.844
0.378,-0.017,-0.842
0.38,-0.073,-0.827
0.38,0.095,-0.811
0.342,0.012,-0.845
0.337,-0.01,-0.855
0.336,-0.026,-0.838
0.317,-0.017,-0.845
0.309,-0.007,-0.858
0.289,-0.016,-0.862
0.273,-0.01,-0.874
0.256,0.015,-0.88
0.242,0.054,-0.904
0.222,0.065,-0.918
0.202,0.105,-0.93
0.194,0.13,-0.968
0.177,0.146,-0.981
0.126,0.503,-1.272
0.129,0.515,-1.284
0.137,0.524,-1.303
0.142,0.524,-1.309
0.151,0.524,-1.313
0.161,0.535,-1.315
0.168,0.55,-1.305
0.175,0.551,-1.301
0.173,0.557,-1.286
0.172,0.562,-1.273
0.174,0.567,-1.269
0.173,0.564,-1.258
0.172,0.563,-1.251
0.165,0.568,-1.25
0.163,0.584,-1.258
0.155,0.594,-1.273
0.136,0.631,-1.287
0.122,0.669,-1.315
0.117,0.701,-1.352
0.106,0.712,-1.372
0.095,0.733,-1.42
0.089,0.761,-1.469
0.08,0.771,-1.517
0.066,0.784,-1.54
0.064,0.788,-1.577
0.065,0.788,-1.592
0.073,0.768,-1.617
0.08,0.768,-1.617
0.1,0.751,-1.605
0.109,0.701,-1.581
0.128,0.673,-1.527
0.147,0.623,-1.491
0.162,0.584,-1.412
0.167,0.568,-1.325
0.174,0.541,-1.282
0.175,0.521,-1.206
0.173,0.512,-1.175
0.169,0.497,-1.121
0.162,0.49,-1.078
0.153,0.482,-1.06
0.146,0.481,-1.032
0.13,0.483,-1.017
0.115,0.489,-1.012
0.103,0.487,-1.015
0.096,0.483,-1.03
0.083,0.489,-1.046
0.076,0.495,-1.059
0.078,0.5,-1.091
0.084,0.5,-1.125
0.09,0.501,-1.144
0.092,0.507,-1.178
0.102,0.511,-1.193
0.106,0.519,-1.228
0.107,0.527,-1.262
0.105,0.541,-1.279
0.107,0.547,-1.306
0.112,0.546,-1.331
0.11,0.543,-1.344
0.108,0.538,-1.362
0.107,0.537,-1.368
0.109,0.534,-1.375
0.11,0.532,-1.381
0.113,0.527,-1.384
0.111,0.529,-1.392
0.109,0.534,-1.403
0.103,0.536,-1.408
0.097,0.531,-1.412
0.087,0.526,-1.41
0.073,0.518,-1.41
0.066,0.52,-1.403
0.055,0.519,-1.403
0.043,0.516,-1.406
0.037,0.509,-1.406
0.032,0.508,-1.392
0.034,0.508,-1.385
0.036,0.497,-1.374
0.038,0.481,-1.367
0.037,0.468,-1.348
0.046,0.452,-1.322
0.056,0.448,-1.305
0.065,0.442,-1.274
0.071,0.435,-1.244
0.078,0.431,-1.227
0.082,0.415,-1.207
0.094,0.398,-1.18
0.111,0.387,-1.167
0.119,0.396,-1.121
0.132,0.395,-1.099
0.151,0.359,-1.095
0.151,0.322,-1.081
0.148,0.329,-1.066
0.159,0.327,-1.054
0.161,0.328,-1.022
0.165,0.325,-1.005
0.176,0.232,-1.022
0.191,0.199,-0.983
0.188,0.218,-0.952
0.19,0.222,-0.897
0.201,0.226,-0.888
0.197,0.191,-0.887
0.19,0.173,-0.872
0.198,0.142,-0.867
0.203,0.139,-0.855
0.224,0.114,-0.859
0.242,0.08,-0.854
0.243,0.142,-0.791
0.259,0.135,-0.796
0.285,0.071,-0.804
0.299,-0.031,-0.798
0.313,0.031,-0.785
0.3,0.076,-0.732
0.322,0.102,-0.749
0.33,0.038,-0.693
0.332,-0.03,-0.651
0.345,-0.107,-0.636
0.364,-0.089,-0.605
0.369,-0.069,-0.562
0.386,-0.066,-0.545
0.394,-0.061,-0.512
0.549,-0.193,1.275
0.546,-0.164,1.298
0.529,-0.151,1.288
0.566,-0.14,1.323
0.577,-0.15,1.364
0.577,-0.158,1.365
0.563,-0.165,1.362
0.56,-0.153,1.352
0.554,-0.146,1.349
0.549,-0.138,1.342
0.546,-0.134,1.329
0.534,-0.133,1.322
0.528,-0.138,1.311
0.518,-0.139,1.302
0.508,-0.148,1.295
0.504,-0.16,1.279
0.493,-0.164,1.257
0.484,-0.17,1.244
0.478,-0.177,1.22
0.47,-0.18,1.206
0.463,-0.186,1.18
0.459,-0.19,1.153
0.453,-0.199,1.138
0.45,-0.206,1.106
0.442,-0.212,1.078
0.44,-0.22,1.065
0.44,-0.222,1.043
0.437,-0.23,1.031
0.434,-0.239,1.016
0.432,-0.244,1.002
0.43,-0.248,0.996
0.43,-0.253,0.984
0.431,-0.263,0.979
0.419,-0.253,0.981
0.411,-0.252,0.971
0.425,-0.278,0.988
0.418,-0.262,0.99
0.408,-0.262,0.985
0.406,-0.265,0.983
0.406,-0.27,0.986
0.41,-0.277,0.991
0.412,-0.289,0.989
0.412,-0.286,0.986
0.415,-0.281,0.979
0.417,-0.279,0.976
0.425,-0.285,0.968
0.429,-0.282,0.956
0.435,-0.288,0.951
0.439,-0.29,0.943
0.448,-0.291,0.93
0.462,-0.292,0.92
0.466,-0.279,0.89
0.473,-0.272,0.877
0.479,-0.275,0.835
0.488,-0.278,0.793
0.5,-0.281,0.77
0.624,-0.274,0.732
0.51,-0.273,0.7
0.521,-0.269,0.685
0.522,-0.266,0.657
0.524,-0.268,0.643
